,Gender,Age,Profession,Region,Years_of_Experience,Prior_Awareness,Known_Models,Understanding_Rating,Understanding_1,Understanding_2,Understanding_3,Understanding_4,Understanding_5,Access_At_Work,Access_Route,Considered_Use,Use,Specific_Uses,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,Find_Quick_Answers_2,Brainstorm_&_Diagnose_2,Generate_Prescriptions_2,Summarise_Research_Articles_2,Create_Educational_Materials_2,Treatment_Recommendations_2,Daily_LLMs_Usage(mins),Daily_CCLs_Usage(mins),23. LLMs help me achieve my healthcare delivery goals. ,24. LLMs reduce my workload and save me time.,25. LLMs help me make informed and timely decisions.,26. LLMs keep me updated on healthcare related information.,27. LLMs are easily accessible and user-friendly. ,28. LLMs are trusted tools that uphold patient privacy and confidentiality. ,29. I am willing to take decisions based on the recommendations provided by LLMs.,30. The benefits of using LLMs outweigh any potential risks.,31. I am satisfied with LLMs.  ,32. I will recommend the use of LLMs by my colleagues in healthcare delivery. ,Preference,LLMs_Preferred_Aspects,CCLs_Preferred_Aspects,Areas_Of_Impact,Suggested_Improvement
148,Male,26 – 35,Pharmacist,Greater Accra,More than 10 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Administrative writing,Never,Never,Never,Never,Never,Frequently,Never,Always,"Never, Frequently",Always,Frequently,Frequently,Frequently,60,300,2,3,1,1,4,1,1,1,3,1,No,,LLMs cannot replace human clinical experience and science ,"Administrative, repetitive work",should not be used in the diagnosis and clarking of patients/cases
149,Female,26 – 35,Pharmacist,Greater Accra,More than 10 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Administrative writing,Never,Never,Never,Never,Never,Frequently,Never,Always,"Never, Frequently",Always,Frequently,Frequently,Frequently,60,300,2,3,1,1,4,1,1,1,3,1,No,,LLMs cannot replace human clinical experience and science ,"Administrative, repetitive work",should not be used in the diagnosis and clarking of patients/cases
150,Female,36 – 45,Medicine Counter Assistant,Central,6 – 10 years,No,Meta AI,1  - I know very little to nothing about LLMs,1,1,1,1,1,Yes,Mobile apps,No,Yes,Prescription and dosage writing,Never,Occasionally,Never,Never,Always,Never,Occasionally,Always,Occasionally,Frequently,Always,Never,Never,3,10,1,1,1,1,1,1,2,1,1,1,Yes,Easy assess ,,,It saves time 
151,Female,36 – 45,Medicine Counter Assistant,Volta,6 – 10 years,No,Meta AI,1  - I know very little to nothing about LLMs,1,1,1,1,1,Yes,Mobile apps,No,Yes,Prescription and dosage writing,Never,Occasionally,Never,Never,Always,Never,Occasionally,Always,Occasionally,Frequently,Always,Never,Never,3,10,1,1,1,1,1,1,2,1,1,1,Yes,Easy assess ,,,It saves time 
152,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,4,1,3,1,5,Yes,Online Platforms or websites,No,No,Haven’t used it yet ,Never,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Frequently,Always,20,45,3,5,5,3,5,1,1,1,3,1,Neutral,,Extensive research ,Helping with patient diagnosis ,
153,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,4,1,3,1,5,Yes,Online Platforms or websites,No,No,Haven’t used it yet ,Never,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Frequently,Always,20,45,3,5,5,3,5,1,1,1,3,1,Neutral,,Extensive research ,Helping with patient diagnosis ,
154,Male,36 – 45,Medical Doctor,Greater Accra,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,3,3,4,2,4,No,Online Platforms or websites,Yes,No,Diagnosis,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,20,5,3,4,4,5,5,4,3,4,4,3,Neutral,,,,
155,Male,36 – 45,Medical Doctor,Central,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,3,3,4,2,4,No,Online Platforms or websites,Yes,No,Diagnosis,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,20,5,3,4,4,5,5,4,3,4,4,3,Neutral,,,,
156,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Claude AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,1,5,1,4,Yes,Online Platforms or websites,Yes,No,"Medical information research, Administrative writing",Frequently,Frequently,Rarely,Never,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,20,60,3,4,3,4,5,1,2,3,4,4,No,,"Accuracy of information, patient privacy and confidentiality issues","Medical information research and data analysis, brainstorming therapy options with their attendant pros and cons, generating public health interventions for a target group based on analysed data.","LLMs should be trained and further developed to produce more accurate results.
Healthcare professionals should receive training on the best ways to use LLMs in their field of work, training on prompt engineering techniques as well as the limitations of LLMs. LLMs could be integrated into health management systems."
157,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Claude AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,1,5,1,4,Yes,Online Platforms or websites,Yes,No,"Medical information research, Administrative writing",Frequently,Frequently,Rarely,Never,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,20,60,3,4,3,4,5,1,2,3,4,4,No,,"Accuracy of information, patient privacy and confidentiality issues","Medical information research and data analysis, brainstorming therapy options with their attendant pros and cons, generating public health interventions for a target group based on analysed data.","LLMs should be trained and further developed to produce more accurate results.
Healthcare professionals should receive training on the best ways to use LLMs in their field of work, training on prompt engineering techniques as well as the limitations of LLMs. LLMs could be integrated into health management systems."
158,Male,26 – 35,Pharmacist,Western North,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI, Gemini AI",4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,5,5,5,5,5,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,300,300,5,5,5,5,5,5,5,5,5,5,Yes,ChatGPT,,All,
159,Male,26 – 35,Pharmacist,Ashanti,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI, Gemini AI",4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,5,5,5,5,5,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,300,300,5,5,5,5,5,5,5,5,5,5,Yes,ChatGPT,,All,
160,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,3,3,4,3,4,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Administrative writing,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,5,20,1,1,1,1,5,1,1,1,1,1,No,,Not sure if lls are proven records,"Administrative work, curating SOPS AND WORK FLOR ",Nil
161,Female,26 – 35,Pharmacist,Western,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,3,3,4,3,4,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Administrative writing,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,5,20,1,1,1,1,5,1,1,1,1,1,No,,Not sure if lls are proven records,"Administrative work, curating SOPS AND WORK FLOR ",Nil
162,Female,26 – 35,Pharmacist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,3,4,1,3,Yes,Online Platforms or websites,No,No,Medical information research,Never,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,10,30,3,4,4,4,4,4,4,3,4,4,Neutral,,,,
163,Female,26 – 35,Pharmacist,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,3,4,1,3,Yes,Online Platforms or websites,No,No,Medical information research,Never,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,10,30,3,4,4,4,4,4,4,3,4,4,Neutral,,,,
164,Female,36 – 45,Nurse,Greater Accra,More than 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,4,5,5,1,3,Yes,"Mobile apps, LLM-integrated Electronic record software",No,Maybe,Medical information research,"Frequently, Always",Always,Occasionally,Never,Always,Always,"Rarely, Occasionally",Frequently,"Frequently, Always",Never,Frequently,Frequently,Never,240,60,3,5,4,5,5,3,3,3,4,4,Neutral,Its faster,,,Good internet
165,Female,36 – 45,Nurse,Brong Ahafo,More than 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,4,5,5,1,3,Yes,"Mobile apps, LLM-integrated Electronic record software",No,Maybe,Medical information research,"Frequently, Always",Always,Occasionally,Never,Always,Always,"Rarely, Occasionally",Frequently,"Frequently, Always",Never,Frequently,Frequently,Never,240,60,3,5,4,5,5,3,3,3,4,4,Neutral,Its faster,,,Good internet
166,Male,18 – 25,Pharmacist,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,5,1,5,No,"Online Platforms or websites, Mobile apps",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing",Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,10,120,3,4,3,4,5,2,3,3,4,4,Neutral,"Easily accessible, fast, and generative based on inputs ",,"Diagnostic accuracy, quality control and assurance, supply chain management ",Inclusion of LLM education in Healthcare training curriculum 
167,Male,18 – 25,Pharmacist,Northern,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,5,1,5,No,"Online Platforms or websites, Mobile apps",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing",Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,10,120,3,4,3,4,5,2,3,3,4,4,Neutral,"Easily accessible, fast, and generative based on inputs ",,"Diagnostic accuracy, quality control and assurance, supply chain management ",Inclusion of LLM education in Healthcare training curriculum 
168,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,3,3,2,5,3,No,Mobile apps,No,No,Language translation,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,2,10,5,5,5,5,1,3,1,1,3,5,No,,"Can be trusted, was put up by professional s",Language translation ,For language translation 
169,Male,26 – 35,Pharmacist,Volta,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,3,3,2,5,3,No,Mobile apps,No,No,Language translation,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,2,10,5,5,5,5,1,3,1,1,3,5,No,,"Can be trusted, was put up by professional s",Language translation ,For language translation 
170,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,5,2,5,No,Online Platforms or websites,Yes,No,"Medical information research, Diagnosis",Rarely,"Never, Frequently",Occasionally,Occasionally,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Always,Always,10,120,1,3,1,2,5,1,1,5,5,5,Yes,Easy and fast accessibility to information. Time and stress saving. ,Non. ,Patient and medication information research ,
171,Male,26 – 35,Pharmacist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,5,2,5,No,Online Platforms or websites,Yes,No,"Medical information research, Diagnosis",Rarely,"Never, Frequently",Occasionally,Occasionally,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Always,Always,10,120,1,3,1,2,5,1,1,5,5,5,Yes,Easy and fast accessibility to information. Time and stress saving. ,Non. ,Patient and medication information research ,
172,Female,26 – 35,Nutritionist,Western,Less than 3 years,No,,1  - I know very little to nothing about LLMs,3,4,2,3,4,No,Subscription-based services,No,Maybe,"Clinical documentation of patient information, Medical information research, Therapy decision support",Occasionally,Occasionally,Rarely,Never,Frequently,Always,Rarely,Never,Frequently,Rarely,Always,Frequently,Occasionally,20,10,4,3,3,3,2,3,4,3,2,4,Neutral,,,Not really ,Advocate more
173,Female,26 – 35,Nutritionist,Upper West,Less than 3 years,No,,1  - I know very little to nothing about LLMs,3,4,2,3,4,No,Subscription-based services,No,Maybe,"Clinical documentation of patient information, Medical information research, Therapy decision support",Occasionally,Occasionally,Rarely,Never,Frequently,Always,Rarely,Never,Frequently,Rarely,Always,Frequently,Occasionally,20,10,4,3,3,3,2,3,4,3,2,4,Neutral,,,Not really ,Advocate more
174,Female,18 – 25,Psychologist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, ",3 -  I know a good amount about LLMs and can talk about it confidently,3,1,1,1,1,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,Clinical documentation of patient information,"Rarely, Occasionally","Rarely, Occasionally","Rarely, Occasionally","Rarely, Occasionally",Rarely,"Rarely, Occasionally","Rarely, Occasionally",Never,"Rarely, Occasionally",Never,Never,Never,Never,240,720,5,4,4,4,4,3,5,1,3,4,Yes,Input,,Checking and testing for emergency patient ,LLMs should be introduced to any healthy facility to aid in attending to patient very fast 
175,Female,18 – 25,Psychologist,Ashanti,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, ",3 -  I know a good amount about LLMs and can talk about it confidently,3,1,1,1,1,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,Clinical documentation of patient information,"Rarely, Occasionally","Rarely, Occasionally","Rarely, Occasionally","Rarely, Occasionally",Rarely,"Rarely, Occasionally","Rarely, Occasionally",Never,"Rarely, Occasionally",Never,Never,Never,Never,240,720,5,4,4,4,4,3,5,1,3,4,Yes,Input,,Checking and testing for emergency patient ,LLMs should be introduced to any healthy facility to aid in attending to patient very fast 
176,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,3,No,Online Platforms or websites,No,Yes,Administrative writing,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,10,1,3,3,4,3,3,4,4,4,4,3,Neutral,,,,
177,Female,26 – 35,Nurse,Central,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,3,No,Online Platforms or websites,No,Yes,Administrative writing,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,10,1,3,3,4,3,3,4,4,4,4,3,Neutral,,,,
178,Male,26 – 35,Health Information Management Officer,Greater Accra,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,1,4,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,No,"Medical information research, Administrative writing",Never,Frequently,Frequently,Rarely,Always,Frequently,Rarely,Always,Always,Occasionally,Always,Occasionally,Always,30,60,4,5,5,5,5,3,3,1,4,4,No,,Cause CCLs is a trusted and reliable source,Patient diagnoses and medication ,Patient confidentiality 
179,Female,26 – 35,Health Information Management Officer,Greater Accra,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,1,4,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,No,"Medical information research, Administrative writing",Never,Frequently,Frequently,Rarely,Always,Frequently,Rarely,Always,Always,Occasionally,Always,Occasionally,Always,30,60,4,5,5,5,5,3,3,1,4,4,No,,Cause CCLs is a trusted and reliable source,Patient diagnoses and medication ,Patient confidentiality 
180,Male,26 – 35,Nurse,Greater Accra,3 – 5 years,Yes,"ChatGPT, Google’s BERT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,5,4,3,4,No,Non of the above ,No,Maybe,Administrative writing,Rarely,Rarely,Occasionally,Never,Rarely,Always,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,15,30,4,4,4,4,5,3,3,3,3,4,Neutral,,Easily accessible ,Research and clinical studies ,Constant reviews 
181,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Yes,"ChatGPT, Google’s BERT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,5,4,3,4,No,Non of the above ,No,Maybe,Administrative writing,Rarely,Rarely,Occasionally,Never,Rarely,Always,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,15,30,4,4,4,4,5,3,3,3,3,4,Neutral,,Easily accessible ,Research and clinical studies ,Constant reviews 
