,Gender,Age,Profession,Region,Work_Experience(yrs),Pre-study Awareness,Models_Used,Participant Understanding Rating,Participant Understanding Rating_encoded,Access,Mode_of_Access,Use_Consideration,Use,Tasks,LLM_Duration(mins),CCL_Duration(mins),Preference,LLM_Adv,CCL_Adv,Impact_Areas,Recommendations,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,CCL_Find_Quick_Answers,CCL_Brainstorm_&_Diagnose,CCL_Generate_Prescriptions,CCL_Summarise_Research_Articles,CCL_Create_Educational_Materials,CCL_Treatment_Recommendations,Understanding_Rate,Understanding_Rate_encoded,Value,Efficiency,Safety,Reliabilty
142,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,No,No,"Clinical documentation of patient information, Medical information research, Administrative writing",60,120,Neutral,,,Research,Update Clinical Information,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Neutral,Disagree,Disagree
143,Male,26 – 35,Pharmacist,Volta,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,No,No,"Clinical documentation of patient information, Medical information research, Administrative writing",60,120,Neutral,,,Research,Update Clinical Information,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Neutral,Disagree,Disagree
144,Female,26 – 35,Pharmacist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,60,60,Neutral,,,Pharmacy and Drug Information,Accuracy,Occasionally,Frequently,Frequently,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Agree
145,Female,26 – 35,Pharmacist,Ashanti,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,60,60,Neutral,,,Pharmacy and Drug Information,Accuracy,Occasionally,Frequently,Frequently,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Agree
146,Male,18 – 25,Dentist,North East,More than 10 years,Maybe,ChatGPT,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Very High,No,LLM-integrated Electronic record software,No,Maybe,"Prescription and dosage writing, Administrative writing",6,24,Neutral,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Neutral
147,Male,18 – 25,Dentist,Western,More than 10 years,Maybe,ChatGPT,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Very High,No,LLM-integrated Electronic record software,No,Maybe,"Prescription and dosage writing, Administrative writing",6,24,Neutral,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Neutral
148,Male,26 – 35,Pharmacist,Greater Accra,More than 10 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Administrative writing,60,300,No,,Captures human clinical experience,Administrative work,should not be used in the diagnosis and clarking of patients/cases,Never,Never,Never,Never,Never,Frequently,Never,Always,"Never, Frequently",Always,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Disagree,Strongly Disagree,Disagree
149,Female,26 – 35,Pharmacist,Greater Accra,More than 10 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Administrative writing,60,300,No,,Captures human clinical experience,Administrative work,should not be used in the diagnosis and clarking of patients/cases,Never,Never,Never,Never,Never,Frequently,Never,Always,"Never, Frequently",Always,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Disagree,Strongly Disagree,Disagree
150,Female,36 – 45,Medicine Counter Assistant,Central,6 – 10 years,No,Meta AI,1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,Yes,Prescription and dosage writing,3,10,Yes,Easy Accessibility,,,It saves time ,Never,Occasionally,Never,Never,Always,Never,Occasionally,Always,Occasionally,Frequently,Always,Never,Never,Low,1  - I know very little to nothing about LLMs,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
151,Female,36 – 45,Medicine Counter Assistant,Volta,6 – 10 years,No,Meta AI,1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,Yes,Prescription and dosage writing,3,10,Yes,Easy Accessibility,,,It saves time ,Never,Occasionally,Never,Never,Always,Never,Occasionally,Always,Occasionally,Frequently,Always,Never,Never,Low,1  - I know very little to nothing about LLMs,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
152,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,No,No,Haven’t used it yet ,20,45,Neutral,,Accurate and evidence-based,Diagnosis,,Never,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Strongly Disagree,Disagree
153,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,No,No,Haven’t used it yet ,20,45,Neutral,,Accurate and evidence-based,Diagnosis,,Never,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Strongly Disagree,Disagree
154,Male,36 – 45,Medical Doctor,Greater Accra,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,Low,No,Online Platforms or websites,Yes,No,Diagnosis,20,5,Neutral,,,,,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Neutral
155,Male,36 – 45,Medical Doctor,Central,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,Low,No,Online Platforms or websites,Yes,No,Diagnosis,20,5,Neutral,,,,,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Neutral
156,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Claude AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,Yes,No,"Medical information research, Administrative writing",20,60,No,,Patient Security,Research,"LLMs should be trained and further developed to produce more accurate results.
Healthcare professionals should receive training on the best ways to use LLMs in their field of work, training on prompt engineering techniques as well as the limitations of LLMs. LLMs could be integrated into health management systems.",Frequently,Frequently,Rarely,Never,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Strongly Agree,Agree,Disagree,Neutral
157,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Claude AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,Yes,No,"Medical information research, Administrative writing",20,60,No,,Patient Security,Research,"LLMs should be trained and further developed to produce more accurate results.
Healthcare professionals should receive training on the best ways to use LLMs in their field of work, training on prompt engineering techniques as well as the limitations of LLMs. LLMs could be integrated into health management systems.",Frequently,Frequently,Rarely,Never,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Strongly Agree,Agree,Disagree,Neutral
158,Male,26 – 35,Pharmacist,Western North,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI, Gemini AI",4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Very High,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",300,300,Yes,,,All Health disciplines,,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
159,Male,26 – 35,Pharmacist,Ashanti,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI, Claude AI, Gemini AI",4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Very High,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",300,300,Yes,,,All Health disciplines,,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
160,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Administrative writing,5,20,No,,Trusted and credible,Administrative work,,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
161,Female,26 – 35,Pharmacist,Western,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Administrative writing,5,20,No,,Trusted and credible,Administrative work,,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
162,Female,26 – 35,Pharmacist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,No,No,Medical information research,10,30,Neutral,,,,,Never,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Agree,Agree
163,Female,26 – 35,Pharmacist,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,No,No,Medical information research,10,30,Neutral,,,,,Never,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Agree,Agree
164,Female,36 – 45,Nurse,Greater Accra,More than 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Mobile apps, LLM-integrated Electronic record software",No,Maybe,Medical information research,240,60,Neutral,Speed and Efficiency,,,Internet Connectivity,Frequently,Always,Occasionally,Never,Always,Always,Rarely,Frequently,"Frequently, Always",Never,Frequently,Frequently,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Neutral,Agree
165,Female,36 – 45,Nurse,Brong Ahafo,More than 10 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Mobile apps, LLM-integrated Electronic record software",No,Maybe,Medical information research,240,60,Neutral,Speed and Efficiency,,,Internet Connectivity,Frequently,Always,Occasionally,Never,Always,Always,Rarely,Frequently,"Frequently, Always",Never,Frequently,Frequently,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Neutral,Agree
166,Male,18 – 25,Pharmacist,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,No,"Online Platforms or websites, Mobile apps",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing",10,120,Neutral,Speed and Efficiency,,Diagnosis,Improve Training,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Disagree,Agree
167,Male,18 – 25,Pharmacist,Northern,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,No,"Online Platforms or websites, Mobile apps",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing",10,120,Neutral,Speed and Efficiency,,Diagnosis,Improve Training,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Disagree,Agree
168,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,No,Language translation,2,10,No,,Trusted and credible,Language translation ,Internet Connectivity,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Low,1  - I know very little to nothing about LLMs,Strongly Disagree,Strongly Agree,Disagree,Neutral
169,Male,26 – 35,Pharmacist,Volta,3 – 5 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,No,Language translation,2,10,No,,Trusted and credible,Language translation ,Internet Connectivity,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Low,1  - I know very little to nothing about LLMs,Strongly Disagree,Strongly Agree,Disagree,Neutral
170,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,Yes,No,"Medical information research, Diagnosis",10,120,Yes,Speed and Efficiency,,Research,,Rarely,Never,Occasionally,Occasionally,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Always,Always,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Strongly Agree,Disagree,Neutral,Agree
171,Male,26 – 35,Pharmacist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,Yes,No,"Medical information research, Diagnosis",10,120,Yes,Speed and Efficiency,,Research,,Rarely,Never,Occasionally,Occasionally,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Always,Always,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Strongly Agree,Disagree,Neutral,Agree
172,Female,26 – 35,Nutritionist,Western,Less than 3 years,No,,1  - I know very little to nothing about LLMs,Low,No,Subscription-based services,No,Maybe,"Clinical documentation of patient information, Medical information research, Therapy decision support",20,10,Neutral,,,,Advocate more,Occasionally,Occasionally,Rarely,Never,Frequently,Always,Rarely,Never,Frequently,Rarely,Always,Frequently,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Disagree,Neutral,Neutral,Neutral
